main_topic,sub_topic,C,utterance,question,option1,option2,option3,option4,answer,answer_index,length_no_space
20대 청춘의 여행,첫 해외여행 혼자서 가보기,170,"항상 친구들이랑만 다녔던 내가 이번엔 처음으로 혼자 해외여행을 떠나기로 결심했다. 비행기 표를 끊는 순간부터 설레면서도 불안한 감정이 동시에 몰려왔다. 현지 공항에 도착해서 숙소까지 찾아가는 길이 특히 가장 어려웠다. 길을 잘못 들어서 한참을 헤맸는데, 다행히 근처에 있던 카페 직원이 친절하게 도와줘서 무사히 숙소에 도착할 수 있었다. 혼자였기 때문에 작은 일에도 더 신경이 곤두섰지만, 그만큼 직접 부딪히며 해결하는 경험이 정말 소중하게 느껴졌다.",발화자가 현지에서 가장 어려웠다고 느꼈던 상황은 무엇이었나요?,잘 모르겠음,비행기 표를 예약하는 것,숙소에서 짐을 푸는 것,숙소까지 찾아가는 길을 헤맨 것,숙소까지 찾아가는 길을 헤맨 것,4,193
20대 청춘의 여행,첫 해외여행 혼자서 가보기,170,"가방을 챙기며 설렘과 걱정이 교차했던 그날이 아직도 생생하다. 공항에서 표지판을 따라가다가 순간 길을 잃었지만, 친절한 현지인 덕분에 무사히 비행기 탑승구를 찾았다. 도착 후에는 낯선 거리를 혼자 걸으며 작고 아늑한 카페에 들어가 현지 커피를 주문했다. 처음엔 말이 잘 통하지 않아 어색했지만, 직원이 미소로 응대해줘서 긴장이 조금 풀렸다. 혼자 여행하는 동안 스스로 계획을 세우고 결정해야 했던 경험 덕분에 한층 더 성장한 기분이 들었다.",혼자 해외여행을 하며 발화자가 현지에서 가장 먼저 경험한 카페에서의 상황은 무엇이었나요?,잘 모르겠음,커피를 주문할 때 직원과 언어가 잘 통해서 대화가 술술 진행됐다.,커피를 주문할 때 직원이 미소로 응대해주었다.,카페에서 다른 여행자와 친구가 되었다.,커피를 주문할 때 직원이 미소로 응대해주었다.,3,186
20대 청춘의 여행,첫 해외여행 혼자서 가보기,170,"지난달, 용기를 내어 혼자 비행기를 타고 베트남 하노이에 다녀왔다. 처음엔 공항에서 길을 잃을까 봐 긴장했지만, 현지에서 만난 호주 친구와 함께 길거리 음식을 먹으며 금세 마음이 편해졌다. 숙소로 돌아오는 길에 택시 기사와 언어가 잘 통하지 않아 한참을 헤맸는데, 그때 현지인이 친절하게 번역 앱으로 도와줘 무사히 숙소에 도착할 수 있었다. 혼자라는 두려움도 있었지만, 새로운 사람들과의 만남과 예기치 않은 경험 덕분에 스스로를 더 믿게 됐다.","베트남 하노이 여행 중 택시 기사와 언어가 잘 통하지 않아 어려움을 겪었을 때, 발화자가 어떻게 숙소에 무사히 도착할 수 있었나요?",잘 모르겠음,호주 친구가 통역해 주어서,현지인의 도움으로 번역 앱을 사용해서,스스로 베트남어로 해결해서,현지인의 도움으로 번역 앱을 사용해서,3,187
20대 청춘의 여행,첫 해외여행 혼자서 가보기,170,"비행기를 처음 타고 혼자 해외에 도착했을 때의 긴장감이 아직도 생생하다. 공항에서 길을 잘못 들어 잠시 헤맸지만, 친절한 현지인 아주머니가 손짓으로 길을 알려주셔서 겨우 호텔까지 갈 수 있었다. 낯선 음식도 시도해봤고, 길거리에서 만난 또래 여행자와 함께 야경을 보며 잠깐 친구가 되기도 했다. 모든 것이 낯설었지만, 스스로 문제를 해결해낸 경험 덕분에 조금은 자신감이 생겼다.",해당 발화에서 화자가 호텔까지 갈 수 있도록 도와준 사람은 누구였나요?,잘 모르겠음,현지인 아주머니,또래 여행자,호텔 직원,현지인 아주머니,2,160
가상의 여행,낙타 등으로 사하라 사막을 건넜다면,170,"사하라 사막을 횡단할 기회가 생겨 낙타 등에 올라탔다. 해가 머리 위로 떠오르자 모래는 뜨거워졌고, 바람은 얼굴을 때렸다. 동행한 가이드가 모래에 발이 빠지지 않게 낙타를 천천히 몰았고, 나는 물을 아껴 마시며 목이 마를 때마다 작은 물통을 꼭 쥐었다. 저녁에는 모닥불을 피우고, 타오르는 불빛 아래서 가이드와 짧은 이야기를 나누며 하루의 피로를 달랬다. 하늘엔 별이 쏟아졌고, 그 아래서 모래에 등을 대고 누워 긴 하루를 마무리했다.",발화 속에서 물을 마실 때 나는 어떤 행동을 했는가?,잘 모르겠음,가이드에게 물을 빌렸다,작은 물통을 꼭 쥐었다,낙타와 물을 나누어 마셨다,작은 물통을 꼭 쥐었다,3,182
가상의 여행,낙타 등으로 사하라 사막을 건넜다면,170,"모래언덕이 끝없이 펼쳐진 그 곳에서 현지인 가이드와 낙타를 타고 하루 종일 이동했다. 강렬한 햇볕 때문에 얼굴을 천으로 감싸고, 낙타의 흔들림에 맞춰 몸을 맡겨야 했다. 중간에 잠시 멈춰 작은 오아시스에서 차를 마셨는데, 그늘이 이렇게 소중하게 느껴진 건 처음이었다. 저녁에는 모닥불을 피우고 별이 쏟아지는 하늘 아래에서 현지인들이 들려주는 이야기를 듣다가 피곤해서 바로 잠들었다.",사하라 사막을 건너며 낙타 여행 중 잠시 머물렀던 곳에서 화자가 한 일은 무엇인가요?,잘 모르겠음,점심 식사를 했다,작은 오아시스에서 차를 마셨다,기념품을 구입했다,작은 오아시스에서 차를 마셨다,3,163
가상의 여행,낙타 등으로 사하라 사막을 건넜다면,170,"한낮의 사막은 생각보다 훨씬 뜨거웠다. 낙타 위에 앉아 있으니 등에서 느껴지는 미묘한 흔들림과 낙타 특유의 체취가 아직도 기억난다. 모래바람이 얼굴을 스치고, 멀리서 오아시스가 보일 때마다 동행한 모로코인 친구가 농담을 던졌다. 물 한 모금이 그렇게 달콤한 줄 그 전에는 몰랐다. 밤이 되자 온도가 뚝 떨어져서, 준비해 간 담요로 몸을 덮고 하늘 가득한 별을 바라보며 잠이 들었다.",사하라 사막을 건너던 중 동행한 친구가 무엇을 했다고 언급되었나요?,잘 모르겠음,길을 안내했다,농담을 던졌다,노래를 불렀다,농담을 던졌다,3,159
가상의 여행,낙타 등으로 사하라 사막을 건넜다면,170,"사하라 사막을 낙타를 타고 건넜던 날이 떠오른다. 아침이 되기도 전에 가이드와 일행들이 텐트 밖으로 나와 준비를 시작했다. 처음엔 낙타의 움직임이 익숙지 않아 중심을 잡느라 애를 먹었지만, 점점 몸이 적응했다. 해가 떠오르자 모래의 색이 붉게 변하는 풍경이 너무 인상적이었다. 쉬는 시간마다 작은 물병을 소중히 아껴 마셨고, 현지인이 건네준 대추야자 한 알이 그렇게 달콤하게 느껴질 줄은 몰랐다.",발화자가 사하라 사막을 건널 때 아침에 일어난 뒤 했던 일 중 언급되지 않은 것은 무엇인가요?,잘 모르겠음,낙타에 적응하며 중심을 잡았다,대추야자를 먹었다,모래가 붉게 변하는 풍경을 봤다,낙타에 적응하며 중심을 잡았다,2,167
가상의 여행,세계 7대 불가사의를 방문한 이야기,170,"한여름 무렵, 갑작스레 이집트에 가게 되어 기자의 피라미드를 직접 보았다. 현지 가이드가 태양이 정오쯤 피라미드 벽면에 만든 그림자에 대해 설명해 주었는데, 실제로 그 신비로운 경계가 눈앞에 펼쳐지니 소름이 돋았다. 사진으로 볼 때와 달리, 모래바람 속에서 거대한 석재를 만져보며 시간을 거슬러 올라간 듯한 느낌이 들었다. 여행 동반자인 지연이와 둘이서 그 자리에 앉아 피라미드가 세워질 당시 사람들의 모습을 상상하며 한참 이야기를 나누었다.",피라미드 앞에서 발화자가 친구와 함께 상상했던 것은 무엇인가요?,잘 모르겠음,피라미드 내부 미로 구조,피라미드를 세운 사람들의 모습,미래 도시의 모습,피라미드를 세운 사람들의 모습,3,188
가상의 여행,세계 7대 불가사의를 방문한 이야기,170,"몇 달 전, 친한 친구와 함께 세계 7대 불가사의 중 하나인 요르단의 페트라를 방문한 경험이 아직도 선명하다. 해가 질 무렵 붉게 물든 협곡을 따라 천천히 걸으며, 거대한 암벽을 깎아 만든 신전 앞에서 기념사진을 찍었다. 신비로운 분위기 속에서 낙타를 타고 사막을 가로질렀던 기억이 새롭다. 현지 가이드가 들려준 고대 왕국의 전설도 인상적이었고, 밤에는 별이 가득한 하늘 아래서 따뜻한 차를 마시며 하루를 마무리했다.",화자가 세계 7대 불가사의 중 방문한 장소에서 한 활동은 무엇이었는가?,잘 모르겠음,거대한 신전 벽화를 그렸다,현지 시장에서 기념품을 샀다,낙타를 타고 사막을 가로질렀다,낙타를 타고 사막을 가로질렀다,4,174
가상의 여행,세계 7대 불가사의를 방문한 이야기,170,"친구들과 긴 비행 끝에 이집트 기자에 도착해 피라미드를 실제로 봤을 때의 그 감동이 아직도 잊히지 않는다. 사진으로 볼 때와는 완전히 달랐고, 거대한 돌들이 정교하게 쌓여 있는 모습에 다들 놀랐다. 해가 질 무렵 우리는 피라미드 앞에서 단체 사진을 찍었고, 그때의 황금빛 사막 풍경이 정말 인상적이었다. 여행 중 만난 현지 가이드가 피라미드 내부 구조에 대해 설명해 주었는데, 한 번쯤은 꼭 직접 와서 체험해보길 추천하고 싶다.",여행 중 피라미드를 설명해준 사람은 누구였나요?,잘 모르겠음,동행한 친구,현지 가이드,택시 기사,현지 가이드,3,177
가상의 여행,세계 7대 불가사의를 방문한 이야기,170,"어릴 적부터 세계 7대 불가사의에 대한 호기심이 컸는데, 드디어 기회가 닿아 친구들과 이집트 기자의 피라미드를 방문했다. 거대한 석재와 정교한 구조물을 직접 보니 책이나 사진에서 느낄 수 없던 웅장함에 압도당했다. 현지 가이드가 피라미드 안쪽의 좁은 통로로 안내해 주었는데, 어둡고 서늘한 공기가 긴장감을 더했다. 피라미드 앞에서 친구들과 인증사진도 찍고, 모래바람 속에서 준비해 온 간식을 먹으며 오랜 꿈을 이룬 기분에 하루 종일 들떴다.","내가 피라미드 내부를 방문할 때, 어떤 분위기였다고 했는가?",잘 모르겠음,밝고 화려했다.,어둡고 서늘했다.,분주하고 시끄러웠다.,어둡고 서늘했다.,3,187
가상의 여행,시간 여행을 통해 고대로 떠났다면,170,"한 번은 시간 여행 장치를 타고 고대 그리스로 이동한 적이 있었다. 처음엔 사람들이 입고 있는 토가와 건축물의 웅장함에 놀랐고, 시장에서는 신선한 과일과 치즈를 맛보았다. 길거리에서 철학자들이 토론을 벌이고 있는 모습을 구경했는데, 그들의 언어가 익숙하지 않아서 몇 마디만 알아들을 수 있었다. 또, 해질 무렵에는 대리석 신전 앞에서 연극 공연을 보았고, 옆에 있던 한 남자가 극의 내용에 대해 친절하게 설명해주었다.",시간 여행자는 고대 그리스에서 어떤 언어적 어려움을 겪었나요?,잘 모르겠음,모두가 조용해서 대화를 듣지 못했다,사람들이 사용하는 언어를 완전히 이해하지 못했다,시장 상인들이 물건을 팔지 않으려 했다,사람들이 사용하는 언어를 완전히 이해하지 못했다,3,176
가상의 여행,시간 여행을 통해 고대로 떠났다면,170,"시간 여행 장치를 조심스럽게 조작하자마자 눈앞의 풍경이 순식간에 바뀌었다. 내가 도착한 곳은 고대 한양의 활기찬 시장 한복판이었고, 주변 사람들은 모두 한복을 입고 있었다. 익숙하지 않은 냄새와 활기찬 소리에 당황했지만, 용기를 내어 작은 떡 가게에서 떡 한 조각을 샀다. 주인 아주머니는 내 말투를 신기해하며 어디서 왔냐고 물었고, 나는 여행자라고 얼버무렸다. 그 짧은 대화 속에서도 따스한 정을 느낄 수 있었다.",고대 한양의 시장에서 화자는 무엇을 사 먹었나요?,잘 모르겠음,한복,떡,국수,떡,3,175
가상의 여행,시간 여행을 통해 고대로 떠났다면,170,"며칠 전 꿈에서 알 수 없는 기계에 들어갔더니 눈을 떠보니 고대 시장 한가운데에 있더라. 사람들이 모두 이상한 옷을 입고 있었고, 주변엔 말이 끄는 수레가 지나다녔다. 나는 호기심이 생겨 근처 가게에서 빵을 사 먹으려 했는데, 돈을 꺼내자 주인 아저씨가 내 동전을 신기하게 쳐다봤다. 그러다 한 소년이 다가와 어디서 왔냐고 물었고, 나는 순간 당황해서 여행자라고 둘러댔다. 시장을 구경하며 신기한 향신료와 도자기를 살펴보는 경험은 정말 색달랐다.","꿈에서 주인공이 고대 시장에서 빵을 사려고 했을 때, 상점 주인은 무엇을 보고 신기해했나요?",잘 모르겠음,주인공의 옷차림,주인공이 가져온 동전,주인공의 머리 모양,주인공이 가져온 동전,3,187
가상의 여행,시간 여행을 통해 고대로 떠났다면,170,"시간 여행 장치를 타고 눈을 떴을 때, 주위엔 현대적인 건물이 하나도 보이지 않고 돌로 만든 담장과 기와지붕의 집들이 펼쳐져 있었어요. 한복을 입은 사람들이 시장에서 과일과 채소를 팔고 있었고, 말을 타고 지나가는 관리도 봤죠. 시장에서는 조선 시대의 돈인 엽전을 사용해야 해서, 상인에게 조심스럽게 엽전을 내밀며 떨리는 목소리로 사과를 하나 샀어요. 신기하고 낯선 풍경에 가슴이 두근거렸고, 직접 과거의 공기를 마시는 경험이 정말 특별했답니다.",내가 고대 시장에서 사과를 살 때 사용한 화폐는 무엇이었나요?,잘 모르겠음,현대 지폐,엽전,신용카드,엽전,3,189
가상의 여행,심해를 탐험하는 가상 이야기,170,"심해 탐험선을 타고 해저 깊숙한 곳으로 내려가던 중 조명이 닿지 않는 어둠 속에서 반짝이는 생명체를 만났다. 그 생명체는 몸 전체가 투명해서 내장 기관이 모두 보였고, 빛을 내뿜으며 주변을 유영했다. 나는 신기함에 한참을 바라보다가 조심스럽게 사진을 찍었는데, 갑자기 바로 옆에서 거대한 오징어가 느릿하게 지나가는 것을 보고 숨을 죽이고 관찰했다. 그 순간의 긴장감은 아직도 생생하게 기억난다.",탐험 중에 주인공이 신기하게 느낀 생명체의 특징은 무엇이었나요?,잘 모르겠음,아주 빠르게 움직였다,몸 전체가 투명했다,커다란 소리를 냈다,몸 전체가 투명했다,3,167
